CET,Temperatura maxC,Temperatura mediaC,Temperatura minC,Punto di rugiadaC,MeanDew PointC,Min DewpointC,Max Umidità, Mean Umidità, Min Umidità, Max Pressione a livello del marehPa, Mean Pressione a livello del marehPa, Min Pressione a livello del marehPa, Max VisibilitàKm, Mean VisibilitàKm, Min VisibilitàkM, Max Velocità del ventoKm/h, Mean Velocità del ventoKm/h, Max Velocità RafficaKm/h,Precipitazionimm, CloudCover, Eventi,WindDirDegrees
2013-8-1,32,24,18,18,16,13,94,61,33,1021,1019,1017,,,,14,6,27,0.00,,,324
2013-8-2,34,27,19,18,16,13,88,56,28,1020,1019,1017,,,,13,6,,0.00,,,303
2013-8-3,34,27,20,18,14,8,78,50,20,1019,1018,1017,10,10,10,21,8,34,0.00,3,,330
2013-8-4,34,27,20,19,16,14,73,52,31,1020,1018,1017,,,,14,6,,0.00,,,302
2013-8-5,34,27,19,20,18,16,100,60,34,1018,1017,1015,10,10,10,14,5,27,0.00,1,,105
2013-8-6,34,27,21,21,18,16,88,59,36,1017,1015,1013,10,10,10,16,6,,0.00,3,Temporale,21
2013-8-7,30,26,21,19,17,11,88,61,31,1014,1013,1012,10,10,10,16,8,,0.00,4,Pioggia-Temporale,13
2013-8-8,24,22,20,23,19,17,100,86,73,1018,1015,1012,10,9,4,23,11,,0.00,6,Pioggia-Temporale,351
2013-8-9,30,23,16,17,15,5,100,63,28,1018,1015,1012,10,10,10,26,13,,0.00,4,Pioggia-Temporale,300
2013-8-10,31,23,17,13,7,0,68,33,19,1017,1015,1014,,,,26,16,48,0.00,,,341
2013-8-11,30,23,16,15,12,11,88,54,33,1018,1017,1015,10,10,10,14,6,,0.00,3,,2
2013-8-12,31,23,17,16,15,12,94,61,31,1018,1016,1014,10,10,10,16,6,27,0.00,3,,321
2013-8-13,31,24,18,17,16,15,94,61,38,1015,1014,1012,10,10,10,19,6,,0.00,1,,277
2013-8-14,23,20,18,19,17,14,94,77,60,1020,1017,1013,10,10,10,21,6,40,0.00,4,Pioggia,109
2013-8-15,27,21,16,15,13,9,94,59,34,1022,1021,1020,10,10,10,16,6,,0.00,3,,276
2013-8-16,28,21,14,15,13,11,100,63,35,1022,1020,1018,10,10,10,19,6,,0.00,1,,319
2013-8-17,29,22,15,16,14,13,100,63,39,1019,1017,1016,10,10,10,16,6,,0.00,1,,310
2013-8-18,31,23,16,17,16,14,100,63,37,1019,1017,1016,10,10,10,14,6,,0.00,2,,298
2013-8-19,29,22,16,20,17,15,94,70,48,1017,1016,1014,10,10,10,13,5,40,0.00,3,Pioggia-Temporale,40
2013-8-20,30,23,17,17,8,2,100,42,17,1022,1019,1016,10,10,10,27,13,35,0.00,4,,35
2013-8-21,28,21,14,14,11,8,100,58,28,1022,1021,1019,10,10,10,16,8,,0.00,1,,318
2013-8-22,28,20,13,15,12,10,94,61,35,1020,1018,1015,10,10,10,16,6,,0.00,1,,330
2013-8-23,29,22,15,17,14,12,100,65,37,1017,1016,1013,10,10,10,16,6,,0.00,3,,321
2013-8-24,28,23,17,19,17,14,100,81,45,1017,1013,1010,10,9,4,23,10,29,0.00,5,Pioggia-Temporale,20
2013-8-25,26,20,15,18,14,10,100,74,39,1010,1008,1006,10,10,10,26,6,45,0.00,4,Nebbia,16
2013-8-26,24,19,15,16,14,11,100,76,44,1013,1011,1009,10,10,10,26,8,32,0.00,4,Pioggia-Temporale,89
2013-8-27,23,19,15,17,14,12,100,81,44,1013,1012,1010,26,11,10,13,5,,1.02,4,Nebbia-Pioggia,151
2013-8-28,27,19,12,14,13,9,100,67,32,1016,1013,1011,26,14,10,21,8,,0.00,3,,292
2013-8-29,25,20,16,18,15,12,100,75,44,1021,1019,1017,10,10,10,14,8,,0.00,4,Pioggia-Temporale,43
2013-8-30,27,21,15,16,13,11,100,68,37,1021,1020,1018,10,10,10,14,6,26,0.00,3,,355
2013-8-31,27,21,15,16,15,13,100,71,42,1021,1020,1018,10,10,10,14,5,,0.00,2,,274
2013-9-1,28,22,16,18,15,11,100,68,37,1021,1019,1018,10,10,10,19,6,34,0.00,2,Temporale,329
2013-9-2,27,21,16,17,13,8,100,67,32,1024,1022,1020,10,10,10,19,10,,0.00,3,Nebbia-Pioggia-Temporale,296
2013-9-3,29,21,13,15,13,11,100,65,35,1024,1023,1022,,,,14,6,,0.00,,,356
2013-9-4,29,22,16,18,16,14,100,69,40,1025,1023,1020,,,,13,6,32,0.00,,,8
2013-9-5,29,22,16,18,16,14,100,71,40,1021,1018,1014,10,9,8,14,6,,0.00,1,Nebbia,326
2013-9-6,30,23,17,18,16,13,100,68,35,1016,1015,1013,10,10,10,11,6,29,0.00,2,,51
2013-9-7,29,23,17,18,16,13,100,67,37,1019,1017,1016,10,10,10,13,6,34,0.00,2,,53
2013-9-8,27,23,20,18,16,14,83,66,47,1019,1018,1016,10,10,10,26,10,40,0.00,4,Temporale,131
2013-9-9,29,22,15,18,12,5,100,62,22,1016,1015,1014,10,10,10,21,8,,0.00,3,,310
2013-9-10,24,18,13,15,14,12,100,75,53,1016,1014,1010,10,10,10,16,6,,0.00,5,Temporale,6
2013-9-11,24,17,10,16,10,3,100,69,25,1015,1013,1011,10,9,5,13,8,,0.00,3,Nebbia-Pioggia,57
2013-9-12,24,17,9,12,9,2,100,65,31,1016,1014,1013,10,10,10,16,6,,0.00,2,Nebbia,285
2013-9-13,26,18,10,8,4,0,72,42,19,1019,1017,1016,10,10,10,23,10,,0.00,3,,319
2013-9-14,25,17,9,14,9,6,88,60,31,1019,1017,1015,10,10,10,16,6,,0.00,2,,164
2013-9-15,18,16,14,16,15,13,100,92,73,1017,1013,1011,10,8,1,16,8,34,0.00,7,Nebbia-Pioggia,30
2013-9-16,20,14,9,15,13,9,100,86,60,1011,1007,1001,10,7,1,11,5,,0.00,4,Nebbia-Pioggia,313
2013-9-17,22,16,9,15,4,-4,100,54,17,1007,1003,999,10,10,10,23,8,,0.00,3,,2
2013-9-18,21,13,7,12,7,3,88,63,40,1007,1005,1003,10,10,10,11,6,,0.00,3,,97
2013-9-19,27,17,8,14,9,3,100,67,23,1012,1007,1005,10,10,10,14,6,26,0.00,2,Nebbia,325
2013-9-20,23,17,12,14,13,11,100,76,47,1018,1016,1012,10,10,8,13,8,,0.00,3,,344
2013-9-21,25,18,10,14,13,10,100,78,44,1024,1021,1018,10,8,5,10,5,,0.00,2,Nebbia,38
2013-9-22,23,17,12,14,13,12,100,80,53,1027,1025,1023,10,9,7,11,6,,0.00,3,,43
2013-9-23,25,18,11,15,13,11,100,78,47,1024,1021,1018,9,9,9,11,5,,0.00,,Nebbia,319
2013-9-24,25,18,11,15,13,10,100,76,50,1018,1016,1014,10,10,10,13,5,,0.00,1,Nebbia,313
2013-9-25,24,17,10,15,13,9,100,78,53,1016,1015,1014,10,10,10,13,5,26,0.00,4,Nebbia,187
2013-9-26,24,17,11,16,14,10,100,80,57,1016,1015,1013,10,9,7,14,5,,0.00,3,Nebbia,223
2013-9-27,23,18,13,17,15,12,100,83,57,1016,1015,1013,10,9,5,11,5,,0.00,5,Nebbia,231
2013-9-28,24,20,17,17,16,15,94,79,57,1014,1013,1011,10,10,10,8,3,,0.00,6,,137
2013-9-29,19,17,15,17,16,14,100,90,83,1011,1007,1005,10,10,10,19,10,,0.00,7,Pioggia,353
2013-9-30,16,14,14,15,13,12,100,90,77,1008,1005,1003,10,9,3,13,6,,0.00,6,Pioggia,74
2013-10-1,18,16,14,13,12,10,94,81,64,1011,1009,1008,10,10,10,8,3,,0.00,6,,81
2013-10-2,20,17,14,14,13,11,94,78,60,1022,1016,1011,10,10,7,10,5,,0.00,6,,81
2013-10-3,17,16,14,12,9,8,82,69,59,1027,1025,1022,10,10,10,13,8,32,0.00,6,,68
2013-10-4,16,13,12,11,9,7,94,72,59,1028,1027,1025,10,10,9,10,5,,0.00,6,Pioggia,78
2013-10-5,15,12,10,11,11,10,100,89,77,1025,1022,1021,10,5,2,11,5,,0.00,6,Nebbia-Pioggia,195
2013-10-6,16,12,9,14,12,9,100,95,82,1022,1021,1021,10,4,1,11,3,,0.00,5,Nebbia-Pioggia,349
2013-10-7,17,14,13,15,14,13,100,95,88,1024,1023,1022,10,9,4,16,5,,0.00,6,Pioggia,297
2013-10-8,18,14,10,13,12,9,100,87,68,1024,1023,1022,10,9,8,11,5,,0.00,5,Nebbia,198
2013-10-9,19,13,8,13,12,8,100,87,64,1022,1019,1016,10,7,4,13,3,,0.00,4,Nebbia,174
2013-10-10,16,11,7,14,12,1,100,91,58,1016,1008,1001,10,4,1,48,10,71,0.00,7,Nebbia-Pioggia-Temporale,100
2013-10-11,16,10,5,6,3,-1,93,62,31,1015,1010,1005,10,10,10,34,14,39,0.00,5,Pioggia-Temporale,17
2013-10-12,13,10,7,8,7,6,93,80,63,1020,1017,1013,10,10,10,16,11,37,0.00,6,Pioggia-Temporale,27
2013-10-13,12,10,9,9,8,7,88,85,77,1024,1022,1020,10,10,10,16,11,,0.00,6,,352
2013-10-14,15,10,5,11,8,5,100,86,67,1024,1022,1020,10,10,10,11,6,,0.00,5,Nebbia,343
2013-10-15,17,12,7,11,8,6,100,87,59,1021,1017,1012,10,10,10,10,5,,0.00,5,Nebbia,332
2013-10-16,22,13,5,11,8,5,100,76,35,1013,1010,1009,10,9,8,14,8,,0.00,2,Nebbia,296
2013-10-17,21,13,7,11,8,5,100,73,46,1017,1015,1012,,,,13,8,,0.00,,,336
2013-10-18,19,12,5,11,8,4,100,79,52,1020,1018,1017,8,6,4,11,6,,0.00,4,Nebbia,7
2013-10-19,18,12,7,12,10,6,100,88,63,1025,1023,1020,5,3,2,11,5,,0.00,4,,3
2013-10-20,15,13,12,13,12,11,94,90,82,1026,1024,1023,4,3,2,11,5,32,0.00,8,Pioggia,342
2013-10-21,16,13,10,14,12,9,100,92,77,1025,1024,1022,9,6,4,11,5,,0.00,6,Nebbia,332
2013-10-22,15,14,13,14,13,13,100,96,94,1023,1022,1020,7,4,1,10,5,,0.00,8,Nebbia-Pioggia,356
2013-10-23,16,14,14,16,14,14,100,96,88,1020,1017,1016,4,2,1,21,8,42,0.00,8,Nebbia-Pioggia,126
2013-10-24,17,16,15,16,16,14,100,97,94,1023,1020,1017,8,3,0,11,6,29,0.00,8,Nebbia-Pioggia,41
2013-10-25,19,16,13,15,14,13,100,93,73,1024,1023,1022,9,6,2,10,5,,0.00,5,Nebbia,338
2013-10-26,20,14,9,15,13,9,100,90,68,1024,1023,1022,10,6,1,11,6,,0.00,3,Nebbia,309
2013-10-27,16,16,15,16,14,14,100,95,94,1024,1021,1018,10,6,3,13,6,,0.00,6,Pioggia,352
2013-10-28,21,17,14,15,14,13,100,88,64,1019,1017,1015,10,8,5,11,6,26,0.00,5,,355
2013-10-29,18,17,15,16,15,14,100,91,83,1015,1014,1013,8,4,2,11,6,,0.00,6,,62
2013-10-30,19,16,13,15,13,9,100,84,52,1022,1018,1015,10,7,3,19,10,37,0.00,6,Pioggia,41
2013-10-31,16,12,7,13,11,7,100,88,63,1026,1024,1023,31,9,3,19,10,,0.00,6,Pioggia,357
2013-11-1,16,10,4,12,9,4,100,87,72,1024,1022,1020,10,10,8,10,5,24,0.00,5,Nebbia,16
2013-11-2,16,13,11,11,11,10,94,87,68,1020,1017,1015,10,8,4,13,5,,0.00,6,,3
2013-11-3,17,11,5,12,10,2,100,87,68,1014,1009,1007,10,5,0,13,5,,0.00,4,Nebbia-Pioggia,303
2013-11-4,12,8,4,10,7,1,100,86,67,1009,1004,998,10,8,5,13,8,39,0.00,6,Pioggia,8
2013-11-5,16,9,3,9,7,3,100,85,55,1001,998,997,10,9,8,14,6,,0.00,4,Nebbia,295
2013-11-6,19,14,8,9,8,7,94,76,46,1012,1006,1001,10,9,6,16,6,,0.00,6,,334
2013-11-7,16,10,4,12,8,3,100,88,68,1018,1016,1012,10,5,3,10,5,,0.00,4,Nebbia,66
2013-11-8,13,12,12,12,12,11,100,94,88,1018,1017,1014,3,2,1,10,3,,0.00,6,Pioggia,22
2013-11-9,16,11,7,12,11,7,100,92,72,1013,1011,1009,10,6,2,10,6,,0.00,6,Nebbia-Pioggia,277
2013-11-10,12,8,4,9,4,-8,100,76,24,1010,1006,1003,10,9,2,47,11,66,0.00,5,,352
2013-11-11,18,13,5,-5,-9,-12,49,21,13,1021,1014,1008,10,10,10,48,31,74,0.00,1,,357
2013-11-12,17,8,0,1,-2,-5,75,56,27,1023,1021,1020,,,,19,6,,0.00,,,337
2013-11-13,17,9,2,8,4,0,93,68,42,1022,1021,1019,10,10,9,14,8,,0.00,6,,334
2013-11-14,12,9,7,9,8,4,94,84,72,1022,1017,1011,10,9,6,32,8,29,0.00,6,Pioggia,27
2013-11-15,8,7,6,7,5,3,93,89,81,1025,1017,1009,10,9,5,29,16,,0.00,6,Pioggia,351
2013-11-16,14,8,3,9,6,3,100,87,63,1025,1025,1023,10,10,10,11,5,34,0.00,4,Nebbia,33
2013-11-17,13,9,6,8,7,5,100,84,67,1025,1023,1021,10,9,5,10,5,,0.00,6,Pioggia,87
2013-11-18,9,8,8,9,8,8,100,97,93,1022,1017,1012,10,4,3,13,5,,0.00,8,Pioggia,10
2013-11-19,10,9,9,9,8,8,100,94,87,1011,1004,1001,10,9,2,14,10,,0.00,7,Pioggia,348
2013-11-20,10,8,6,9,8,4,100,92,71,1002,1001,1000,10,7,3,14,6,39,0.00,7,Pioggia,13
2013-11-21,6,4,3,5,4,3,100,92,87,1002,996,993,10,9,3,26,10,48,0.00,7,Pioggia-Temporale,68
2013-11-22,4,3,2,3,2,1,100,94,81,1003,1001,997,10,10,5,21,11,,0.00,6,Pioggia,360
2013-11-23,7,3,0,3,2,-1,100,85,70,1005,1001,999,10,10,10,16,8,,0.00,6,Pioggia,28
2013-11-24,12,6,1,6,3,-1,100,86,58,1011,1008,1005,10,10,10,14,8,,0.00,5,Nebbia,327
2013-11-25,13,7,1,-1,-11,-17,87,34,13,1020,1015,1010,,,,27,11,50,0.00,,,17
2013-11-26,8,2,-4,-6,-9,-14,86,51,25,1024,1021,1019,,,,14,5,,0.00,,,219
2013-11-27,8,1,-5,-6,-12,-15,93,43,18,1029,1026,1024,,,,19,10,,0.00,,,341
2013-11-28,7,0,-7,-3,-7,-9,86,64,37,1031,1029,1028,10,10,10,10,5,27,0.00,4,,360
2013-11-29,7,0,-7,-2,-4,-8,100,77,43,1028,1024,1017,10,10,10,8,3,,0.00,3,,45
2013-11-30,3,0,-3,1,-1,-3,100,88,75,1023,1017,1013,10,7,3,13,5,26,0.00,6,Pioggia-Neve,24
2013-12-1,11,3,-5,2,-2,-6,100,81,43,1023,1022,1020,8,6,6,16,10,,0.00,,,3
2013-12-2,12,3,-5,-1,-3,-6,100,68,28,1031,1026,1022,10,10,10,13,8,,0.00,3,,342
2013-12-3,11,3,-5,0,-3,-7,93,73,38,1032,1029,1027,,,,13,8,,0.00,,,350
2013-12-4,10,1,-7,1,-4,-8,93,79,40,1028,1024,1022,,,,11,6,,0.00,,,324
2013-12-5,11,2,-6,0,-3,-7,100,79,41,1023,1021,1017,8,7,5,10,3,,0.00,,,46
2013-12-6,13,3,-6,4,-1,-7,100,80,44,1017,1014,1011,,,,16,6,,0.00,,,305
2013-12-7,14,4,-4,4,0,-4,100,81,31,1026,1021,1017,8,7,7,19,6,26,0.00,,,359
2013-12-8,3,-2,-6,3,-1,-7,100,98,93,1030,1028,1026,7,2,0,14,6,,0.00,,Nebbia,23
2013-12-9,6,0,-5,4,-1,-5,100,95,81,1030,1029,1028,10,5,0,10,5,,0.00,5,Nebbia,251
2013-12-10,9,1,-6,3,-2,-7,100,88,62,1037,1034,1030,9,5,3,10,5,,0.00,,Nebbia,355
2013-12-11,9,1,-6,2,-2,-6,100,89,58,1037,1035,1033,10,5,1,10,3,,0.00,,Nebbia,260
2013-12-12,7,0,-7,2,-3,-7,100,91,70,1034,1032,1029,9,6,3,8,3,,0.00,,Nebbia,236
2013-12-13,10,2,-6,2,-3,-7,100,83,50,1029,1026,1024,10,8,7,8,3,,0.00,,Nebbia,272
2013-12-14,13,3,-6,1,-3,-7,100,75,35,1029,1026,1024,10,10,10,11,5,,0.00,3,,342
2013-12-15,11,3,-4,3,-1,-6,100,84,50,1035,1033,1029,8,5,2,11,6,,0.00,3,,356
2013-12-16,11,2,-6,0,-3,-8,93,76,41,1037,1035,1034,18,18,18,11,6,,0.00,,,335
2013-12-17,11,2,-7,1,-3,-7,93,77,41,1037,1033,1030,31,27,14,10,5,,0.00,,,335
2013-12-18,8,1,-6,0,-3,-7,93,77,36,1031,1026,1024,31,14,8,11,5,,0.00,4,,7
2013-12-19,4,0,-3,3,2,-2,100,93,81,1025,1022,1021,10,4,1,13,6,,9.91,7,Pioggia,14
2013-12-20,5,3,2,4,3,2,100,96,87,1034,1029,1022,10,6,1,14,10,,6.10,7,Nebbia-Pioggia-Neve,313
2013-12-21,6,3,1,6,4,1,100,98,93,1037,1035,1034,10,4,0,8,3,,0.51,6,Nebbia-Pioggia,315
2013-12-22,7,7,6,7,7,6,100,99,92,1035,1031,1029,6,2,0,8,3,,0.25,7,Nebbia-Pioggia,317
2013-12-23,9,7,6,7,7,5,100,95,81,1029,1026,1024,8,3,0,8,3,,0.25,7,Nebbia-Pioggia,206
2013-12-24,7,6,6,7,6,6,100,98,93,1025,1020,1013,5,2,0,10,5,,5.08,7,Nebbia-Pioggia,128
2013-12-25,9,8,6,9,7,6,100,95,92,1013,1003,994,10,3,1,24,14,42,40.89,8,Nebbia-Pioggia,111
2013-12-26,8,7,5,8,5,1,100,89,66,1000,992,987,19,6,3,40,21,55,65.02,8,Pioggia,1
2013-12-27,13,6,-2,5,1,-3,93,71,41,1016,1009,1000,19,11,10,14,8,,0.00,4,,353
2013-12-28,7,3,0,6,3,-1,100,86,61,1017,1015,1013,19,8,3,16,8,,5.08,7,Pioggia,359
2013-12-29,10,4,-2,6,3,-3,100,87,64,1024,1019,1014,31,12,8,13,6,,0.00,5,Nebbia,297
2013-12-30,10,3,-4,2,-1,-4,93,74,48,1029,1026,1023,10,10,10,14,10,,0.00,1,,338
2013-12-31,9,2,-5,-1,-3,-7,93,75,34,1027,1023,1020,,,,11,5,,0.76,,,357
2012-1-1,9,2,-5,0,-3,-6,100,73,40,1024,1022,1019,10,10,10,8,3,,0.00,5,,354
2012-1-2,5,3,2,3,2,-1,100,94,65,1024,1021,1018,10,5,1,6,2,,0.00,7,Nebbia-Pioggia,332
2012-1-3,6,2,-2,6,1,-2,100,100,93,1027,1024,1018,10,2,0,6,2,,0.00,6,Nebbia,241
2012-1-4,11,3,-4,3,-3,-13,100,78,18,1024,1020,1017,10,6,0,10,3,,0.00,6,Nebbia,359
2012-1-5,10,3,-4,4,-2,-6,100,73,35,1020,1008,995,10,10,10,14,5,,0.00,5,Pioggia,355
2012-1-6,11,7,1,1,-6,-9,87,43,24,1018,1011,1000,10,10,10,21,10,,0.00,1,,332
2012-1-7,12,3,-5,-4,-7,-8,80,57,26,1020,1018,1016,,,,10,5,,0.00,,,297
2012-1-8,14,4,-4,-1,-4,-8,93,51,26,1020,1016,1015,,,,14,5,,0.00,,,9
2012-1-9,14,6,-3,-1,-5,-7,80,55,25,1026,1024,1020,,,,10,5,,0.00,,,328
2012-1-10,15,6,-4,0,-3,-6,93,62,29,1032,1027,1025,,,,10,5,,0.00,,,308
2012-1-11,11,3,-4,1,-2,-5,100,75,38,1033,1032,1031,8,7,7,8,3,,0.00,,,30
2012-1-12,10,2,-5,3,-2,-6,100,84,50,1031,1028,1023,10,8,6,8,3,,0.00,1,Nebbia,341
2012-1-13,12,4,-2,4,1,-3,100,84,58,1023,1019,1016,7,5,3,8,5,,0.00,,,327
2012-1-14,8,1,-6,1,-4,-8,100,79,43,1021,1020,1019,9,6,2,8,5,,0.00,,Nebbia,10
2012-1-15,2,-4,-9,-2,-6,-10,100,91,70,1021,1020,1019,7,3,0,6,2,,0.00,,Nebbia,200
2012-1-16,-2,-6,-9,-2,-6,-9,100,99,93,1027,1024,1021,2,0,0,3,2,,0.00,5,Nebbia,212
2012-1-17,0,-3,-7,0,-4,-7,100,99,93,1029,1027,1026,3,1,0,3,2,,0.00,4,Nebbia,196
2012-1-18,-1,-6,-9,-1,-5,-9,100,99,93,1033,1031,1029,2,0,0,3,2,,0.00,6,Nebbia,332
2012-1-19,6,-1,-7,4,-2,-7,100,95,81,1033,1028,1021,8,3,0,6,2,,0.00,4,Nebbia,337
2012-1-20,13,4,-4,1,-2,-5,100,71,36,1021,1015,1012,10,9,8,14,5,,0.00,4,,350
2012-1-21,9,3,-2,1,-1,-3,93,76,50,1018,1015,1012,10,8,6,8,5,,0.00,3,,8
2012-1-22,16,6,-3,6,1,-3,100,82,42,1012,1010,1009,10,7,4,10,5,,0.00,3,,348
2012-1-23,8,2,-3,4,1,-4,100,91,71,1015,1013,1011,4,3,1,6,2,,0.00,1,Nebbia,53
2012-1-24,12,3,-6,4,-5,-15,100,72,15,1018,1015,1013,8,3,0,13,5,,0.00,,Nebbia,350
2012-1-25,9,1,-6,-6,-8,-11,86,58,24,1020,1019,1018,,,,6,3,,0.00,,,6
2012-1-26,7,0,-6,-4,-7,-8,86,65,34,1022,1020,1019,10,10,10,8,5,,0.00,2,,23
2012-1-27,6,0,-5,-2,-4,-7,86,71,53,1026,1024,1022,10,9,8,8,5,,0.00,6,,353
2012-1-28,3,1,0,2,1,-1,100,90,81,1026,1024,1023,10,5,1,8,5,,0.00,7,Pioggia-Neve,7
2012-1-29,3,1,-1,2,1,-1,100,97,87,1024,1022,1021,10,7,1,11,5,,0.00,7,Nebbia-Pioggia-Neve,328
2012-1-30,3,1,-1,0,-3,-7,100,74,48,1025,1024,1023,10,9,1,10,3,,0.00,5,Neve,284
2012-1-31,0,-2,-3,-1,-3,-7,100,88,60,1023,1021,1019,10,6,1,10,5,,0.00,8,Neve,11
2012-2-1,-2,-3,-4,-3,-4,-5,100,96,86,1019,1016,1015,4,3,1,8,3,,0.00,8,Pioggia-Neve,216
2012-2-2,-1,-3,-4,-2,-3,-5,100,96,86,1020,1019,1017,9,3,1,6,2,,0.00,8,Nebbia-Neve,329
2012-2-3,-1,-6,-11,-5,-11,-15,100,71,37,1021,1019,1018,10,10,8,6,3,,0.00,6,,102
2012-2-4,0,-8,-16,-8,-13,-17,92,76,51,1026,1021,1018,10,9,7,6,2,,0.00,3,,247
2012-2-5,-2,-10,-17,-8,-12,-19,93,80,55,1026,1024,1023,10,8,5,6,2,,0.00,3,,299
2012-2-6,-3,-11,-18,-8,-12,-19,100,83,64,1023,1019,1015,8,7,5,6,3,,0.00,,,28
2012-2-7,-2,-10,-17,-6,-11,-19,92,77,59,1020,1015,1013,9,7,4,6,3,,0.00,6,,323
2012-2-8,5,-2,-9,-4,-6,-10,93,76,49,1027,1025,1020,8,7,7,8,3,,0.00,5,,308
2012-2-9,4,-3,-11,-3,-7,-12,100,84,56,1027,1021,1017,9,8,6,6,3,,0.00,1,,312
2012-2-10,1,-2,-5,-4,-9,-19,93,66,25,1025,1022,1020,10,8,4,16,6,,0.00,5,,123
2012-2-11,-2,-6,-8,-6,-8,-10,93,80,55,1022,1020,1018,8,6,3,6,3,,0.00,6,,210
2012-2-12,-1,-6,-11,-6,-8,-12,100,84,64,1023,1021,1020,8,5,4,6,2,,0.00,3,,182
2012-2-13,3,-6,-13,-5,-8,-15,100,77,48,1023,1019,1016,8,6,4,6,2,,0.00,,,239
2012-2-14,3,-3,-8,-5,-7,-10,100,74,38,1016,1015,1014,8,5,3,6,2,,0.00,,,129
2012-2-15,8,0,-8,-3,-7,-10,100,65,29,1015,1009,1005,10,9,6,8,2,,0.00,3,,262
2012-2-16,9,2,-5,-2,-4,-7,86,64,40,1021,1014,1008,7,5,4,10,3,,0.00,,,81
2012-2-17,9,3,-3,0,-3,-4,93,72,40,1023,1021,1019,9,5,3,8,5,,0.00,,,296
2012-2-18,8,2,-3,2,-1,-4,100,81,57,1022,1020,1019,6,5,3,8,3,,0.00,5,,353
2012-2-19,10,6,2,4,2,1,93,84,66,1020,1018,1017,4,3,1,8,2,,0.00,4,Nebbia-Pioggia,159
2012-2-20,4,2,0,3,2,0,100,93,87,1032,1026,1020,9,4,1,8,2,,0.00,7,Nebbia,179
2012-2-21,9,3,-3,1,-1,-4,100,77,50,1032,1030,1028,9,8,5,8,5,,0.00,6,Nebbia,285
2012-2-22,13,4,-4,2,-2,-4,100,75,33,1030,1028,1026,9,8,7,8,5,,0.00,,,317
2012-2-23,13,4,-3,0,-2,-4,100,62,33,1026,1024,1022,10,10,10,8,5,,0.00,4,,340
2012-2-24,18,8,-1,3,-1,-3,87,61,26,1026,1024,1022,10,10,10,6,2,,0.00,3,,226
2012-2-25,19,9,-1,9,3,-2,93,70,37,1022,1017,1014,,,,8,2,,0.00,,,203
2012-2-26,19,8,-2,6,-5,-13,100,51,12,1020,1014,1011,10,10,10,27,6,,0.00,,Nebbia,23
2012-2-27,15,7,-1,-4,-8,-13,60,34,18,1022,1020,1019,,,,11,6,,0.00,,,296
2012-2-28,11,4,-2,1,-1,-4,93,68,41,1024,1022,1020,10,10,10,8,3,,0.00,6,,16
2012-2-29,19,9,0,3,1,-2,93,64,30,1020,1018,1016,10,9,9,6,2,,0.00,5,,12
2012-3-1,19,9,0,5,3,-1,93,66,37,1025,1023,1021,9,7,5,8,3,,0.00,,,13
2012-3-2,21,11,2,8,4,1,93,67,31,1025,1023,1021,9,7,5,8,3,,0.00,,,237
2012-3-3,16,8,1,8,6,0,100,78,59,1023,1021,1019,10,7,2,8,2,,0.00,2,Nebbia,190
2012-3-4,13,10,7,10,8,7,100,89,77,1022,1019,1016,10,8,4,6,2,,0.00,5,Pioggia,332
2012-3-5,10,7,3,9,5,2,100,92,87,1018,1015,1014,10,6,2,24,8,,0.00,7,Pioggia,359
2012-3-6,8,4,2,4,2,1,93,85,66,1025,1020,1017,10,10,10,19,11,,0.00,6,Pioggia,323
2012-3-7,12,6,-1,3,1,-1,100,73,44,1027,1024,1020,10,10,10,8,3,,0.00,3,Nebbia,291
2012-3-8,14,8,3,3,-2,-11,93,55,19,1026,1020,1017,10,8,5,11,3,,0.00,3,,360
2012-3-9,14,7,0,-1,-4,-11,80,42,22,1034,1032,1026,10,10,10,11,8,,0.00,3,,334
2012-3-10,13,6,-2,-1,-3,-5,87,58,29,1034,1031,1028,,,,8,5,,0.00,,,50
2012-3-11,17,7,-2,4,-1,-4,93,59,24,1028,1023,1018,10,10,8,11,5,,0.00,4,,253
2012-3-12,20,11,2,6,1,-7,87,50,16,1022,1020,1018,10,10,9,13,5,,0.00,4,,320
2012-3-13,17,9,2,4,2,-1,87,56,39,1026,1025,1022,10,10,10,8,5,,0.00,1,,65
2012-3-14,18,9,1,5,3,0,93,68,37,1027,1026,1024,9,6,4,8,3,,0.00,,Nebbia,326
2012-3-15,20,11,2,6,4,1,93,65,35,1028,1026,1025,10,8,6,6,3,,0.00,,Nebbia,14
2012-3-16,18,10,3,8,5,2,93,70,45,1029,1027,1026,8,6,4,6,3,,0.00,,,73
2012-3-17,16,9,3,7,5,2,100,75,52,1028,1026,1024,10,7,2,8,2,,0.00,5,Nebbia,155
2012-3-18,13,11,9,9,8,6,100,82,67,1025,1021,1018,10,6,2,11,5,,0.00,7,Pioggia,95
2012-3-19,13,9,6,8,5,3,100,77,54,1030,1023,1019,10,9,5,13,8,,0.00,5,Pioggia,1
2012-3-20,16,9,3,5,2,-3,93,61,27,1035,1033,1030,10,10,10,8,5,,0.00,3,,352
2012-3-21,21,13,7,5,2,0,81,49,27,1035,1033,1031,10,10,10,8,5,,0.00,4,,324
2012-3-22,20,12,4,6,3,-1,93,57,24,1031,1029,1027,10,10,10,11,3,,0.00,1,,47
